id,tx_line_length,voltage,state,region,owner,lon,lat
200079,183538.31540525676,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-120.8293380480748,47.15465352090916
200086,82051.55497521504,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-120.2396123519528,46.95599811621082
200027,145761.32715842672,500.0,Oregon,NW,BONNEVILLE POWER ADMINISTRATION,-122.83040886606541,44.13815511824178
200108,375573.2388670366,500.0,Montana,NW,BONNEVILLE POWER ADMINISTRATION,-114.5530032641016,47.0537053181037
200110,524355.087552368,500.0,Montana,NW,BONNEVILLE POWER ADMINISTRATION,-112.0573000856176,46.289702914073544
200005,130918.37966296125,500.0,Oregon,NW,BONNEVILLE POWER ADMINISTRATION,-121.2584814501832,42.41224538970992
200107,128436.56794235346,500.0,Montana,NW,BONNEVILLE POWER ADMINISTRATION,-115.362762976059,47.57744416122427
200085,60378.346996032946,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-120.3874450547682,47.12378838689574
200090,228485.51952710692,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-119.3553931195563,47.393742217769834
200076,291097.35857738234,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-121.72169511863008,47.875964396918036
200077,175841.95574441418,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-121.29512920944728,47.280376532147294
200035,226111.13080828852,500.0,Oregon,NW,BONNEVILLE POWER ADMINISTRATION,-121.1541232248875,45.143609412794724
200059,109778.62407959944,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-122.9930868344154,46.88114326094228
200079,183538.31540525676,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-121.18036169111829,47.226387885230125
200108,375573.2388670366,500.0,Montana,NW,BONNEVILLE POWER ADMINISTRATION,-113.47622402494221,46.612232628136155
200068,28556.608397229862,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-121.87369105464659,47.47565178775976
200110,524355.087552368,500.0,Montana,NW,BONNEVILLE POWER ADMINISTRATION,-112.3263507872204,46.294890852018796
200083,91354.05551047537,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-120.1942119592275,47.33701765579517
200040,201991.79175169973,500.0,Oregon,NW,BONNEVILLE POWER ADMINISTRATION,-120.8165281475817,45.49049885819686
200078,182969.6455958771,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-120.7704193506098,47.14974163869584
200076,291097.35857738234,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-121.53375677871401,47.79200549717807
200076,291097.35857738234,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-120.8287194016948,47.773172801093395
200104,198835.59451236762,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-118.6815773442103,47.833639394200496
200090,228485.51952710692,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-119.04616944942721,47.854302812209404
200090,228485.51952710692,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-119.56332652488409,46.9006452352901
200036,120148.08748352586,500.0,Oregon,NW,BONNEVILLE POWER ADMINISTRATION,-120.24853020266279,45.65576321173084
200110,524355.087552368,500.0,Montana,NW,BONNEVILLE POWER ADMINISTRATION,-110.99786940766909,46.26421776675817
200041,202425.34273857536,500.0,Oregon,NW,BONNEVILLE POWER ADMINISTRATION,-121.0284483075814,44.61994027673089
200074,210754.0759420903,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-122.19071330159109,48.448514926239646
200068,28556.608397229862,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-121.9067245061455,47.35855500621976
200100,46982.82169565104,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-117.73582469074628,46.627250819195595
200103,66719.67631128902,500.0,Idaho,NW,BONNEVILLE POWER ADMINISTRATION,-116.7861393414275,46.47803668688019
200078,182969.6455958771,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-121.3609486158045,47.27051681478795
200101,47209.61847655579,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-117.5581247762117,46.63139232782386
200108,375573.2388670366,500.0,Montana,NW,BONNEVILLE POWER ADMINISTRATION,-114.97731693696709,47.290416805890274
200104,198835.59451236762,500.0,Washington,NW,BONNEVILLE POWER ADMINISTRATION,-117.3743170408889,47.74917207187493
